,ws_users_activated,ws_users_deactivated,ws_users_invited,action_create_project,action_export_report,action_api_and_webhooks,action_time_entries_via_tracker,action_start_trial,action_import_csv,action_create_invoice,action_lock_entries,action_add_targets,action_connect_quickbooks,action_create_expense,action_project_budget,action_screenshots,country,value_days_to_purchase,value_number_of_active_months,value_transactions_number,value_regular_seats,value_kiosk_seats,revenue,churned_status
2429,5,2,0,5,2,0,1,0,0,0,0,0,0,0,0,0.0,Egypt,3,0,6,6,0,74.36,No
2430,1,0,0,9,27,0,4,0,0,2,0,0,0,0,0,0.0,Oregon,0,1,1,1,0,12.987,No
2432,10,1,0,4,0,0,2,0,0,0,7,0,0,0,0,0.0,Florida,31,1,4,10,1,40.521,No
2433,1,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0.0,United Kingdom,30,1,3,1,0,12.987,No
2435,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0.0,Nigeria,0,0,3,1,0,12.987,No
2436,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1.0,Florida,0,1,1,2,0,25.974,No
2438,5,0,0,1,25,0,26,0,0,0,0,0,0,0,0,0.0,Alabama,30,1,2,5,0,64.818,No
2439,3,0,1,6,21,1,1,0,0,16,0,0,0,0,24,0.0,California,1,1,1,4,0,12.987,No
2440,1,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0.0,Spain,0,1,1,1,0,12.987,No
2441,1,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1.0,Chile,0,1,1,1,0,12.987,No
2442,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Alabama,0,1,1,10,0,129.87,No
2443,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1.0,United Arab Emirates,0,1,1,1,0,12.987,No
2444,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,1,1,2,0,25.974,No
2445,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,California,0,0,1,1,0,12.987,No
2446,3,0,0,60,5,0,0,0,0,2,0,0,0,0,0,1.0,Australia,5,1,1,3,0,38.961,No
2447,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,California,0,0,2,3,0,38.948,No
2448,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,Georgia,0,1,1,3,0,38.961,No
2452,1,0,0,17,7,0,0,0,0,0,0,0,0,0,28,0.0,Italy,7,1,1,1,0,12.987,No
2453,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1.0,Thailand,1,0,2,2,0,25.974,No
2454,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,United Kingdom,9,0,1,1,0,12.987,No
2455,4,0,0,79,23,0,0,0,0,1,4,0,0,0,0,2.0,Alabama,0,0,2,4,0,38.961,No
2456,1,0,0,27,0,0,0,0,0,2,0,0,0,0,0,0.0,Mississippi,0,1,1,1,0,12.987,No
2458,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0.0,Utah,7,1,1,4,0,38.961,No
2459,4,0,0,6,0,0,0,0,0,4,0,0,0,0,2,0.0,California,40,1,2,4,0,51.948,No
2461,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Mexico,0,0,1,1,0,12.987,No
2462,1,0,0,4,0,1,0,0,0,18,0,0,0,13,0,0.0,Australia,5,0,2,1,0,12.311,No
2463,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,Ohio,0,0,2,1,0,28.522,No
2464,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,New York,0,0,1,2,0,38.961,No
2465,2,0,0,20,10,0,0,1,2,0,0,0,0,2,0,0.0,Belgium,7,1,0,2,0,0.0,No
2466,4,1,0,24,0,0,0,0,0,0,0,0,0,0,0,2.0,California,30,1,4,5,0,63.271,No
2467,4,0,1,1,0,1,0,0,0,0,0,0,1,0,3,1.0,Maine,0,0,2,5,0,64.909,No
2468,1,2,0,5,0,0,0,1,0,0,0,0,0,0,0,2.0,Indiana,9,1,0,1,0,0.0,No
2469,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Florida,0,0,2,2,0,25.974,No
2470,1,0,0,1,1,0,0,0,0,1,0,0,0,0,8,0.0,India,1,0,1,1,0,12.987,No
2473,1,0,0,3,1,0,0,0,0,10,0,0,0,0,4,0.0,Texas,1,1,1,1,0,12.987,No
2474,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Finland,0,1,1,1,0,12.987,No
2475,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1.0,Arizona,0,1,1,2,0,25.974,No
2476,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1.0,Florida,2,0,1,2,0,64.935,No
2477,1,0,0,10,0,0,0,0,0,3,0,0,0,0,0,1.0,Florida,0,1,1,1,0,12.987,No
2478,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,California,1,1,1,3,0,38.961,No
2479,1,0,0,6,11,0,0,0,0,0,0,0,0,0,0,1.0,South Africa,7,1,0,1,0,0.0,No
2480,7,0,0,91,1,0,0,0,0,0,3,0,0,0,5,1.0,El Salvador,5,0,0,7,0,0.0,No
2481,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,Missouri,0,0,1,1,0,12.987,No
2482,8,0,1,16,0,0,44,0,0,0,0,0,0,0,0,0.0,Arkansas,23,1,0,9,0,0.0,No
2483,3,1,0,2,0,0,0,0,4,0,0,0,0,0,0,1.0,Texas,0,0,1,3,0,38.961,No
2484,3,0,0,3,2,0,0,0,0,0,2,0,1,0,0,0.0,Washington,6,0,1,3,0,25.974,No
2485,1,2,0,9,4,0,0,0,1,0,3,0,0,3,9,2.0,Canada,1,0,3,1,0,63.401,No
2486,4,0,0,11,8,0,0,1,0,0,0,0,0,0,12,1.0,Texas,3,0,2,4,0,57.122,No
2487,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.0,Illinois,1,1,1,1,0,12.987,No
2488,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,Costa Rica,0,0,2,2,0,25.974,No
2491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Colorado,0,0,2,1,0,25.974,Yes
2492,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Canada,0,0,2,3,0,38.961,No
2493,1,0,0,18,25,0,0,0,0,9,0,0,0,1,0,1.0,United Kingdom,3,1,0,1,0,0.0,No
2495,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,China,30,1,2,13,0,155.792,No
2497,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1.0,France,0,1,1,1,0,12.987,No
2498,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Louisiana,0,0,5,10,0,144.703,Yes
2499,1,0,0,4,0,0,0,0,0,14,0,0,0,25,0,1.0,California,2,1,0,1,0,0.0,No
2501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Sweden,0,0,2,1,0,15.574,No
